"ID"|"EAN13"|"CODE_ISP"|"EDITABLE_NAME"|"PRINCIPE_ACTIVE"|"CLEAR_CONCENTRATION"|"CONCENTRATION"|"SHAPE_PHARMACY"|"QUANTITY_PER_CONTAINER"|"UNIT_OF_MEASUREMENT"|"LABORATORY"|"MASTER_CATEGORY"|"CATEGORY"|"SUB_CATEGORY"|"PRESCRIPTION_TYPE"|"BIOEQUIVALENT"|"COOLED"|"CENABAST"|"BRAND"|"LIQUID"
777000994|7896009490675||"COREGA ULTRA POLVO ADHESIVO FRASCO X 22 G"|"SEGUN ROTULADO"||"SEGUN ROTULADO"|"POLVO DENTAL"|"22"|"100 G"|"COREGA"|"CUIDADO PERSONAL E HIGIENE"|"SALUD DENTAL"|"ADHESIVOS DENTALES"|"NP"|0|0||1|0
777000995|7896009490682||"COREGA ULTRA POLVO ADHESIVO FRASCO X 50 G"|"SEGUN ROTULADO"||"SEGUN ROTULADO"|"POLVO DENTAL"|"50"|"100 G"|"COREGA"|"CUIDADO PERSONAL E HIGIENE"|"SALUD DENTAL"|"ADHESIVOS DENTALES"|"NP"|0|0||1|0
777000996|7896026304993|"F-6191/20"|"BERODUAL SOLUCION X 20 ML SOLUCION PARA INHALACION"|"FENOTEROL BROMHIDRATO 0,5 MG/ML BROMURO DE IPRATROPIO 0,25 MG/ML"|"0,5; 0,25"|"0,5 MG/ML;0,25 MG/ML"|"SOLUCION PARA INHALACION"|"20"|"100 ML"|"BOEHRINGER INGELHEIM"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"BRONCODILATADORES"|"MRE"|0|0||1|1
777000997|7896083002283||"SWISS BEAUTY PETALOS DE ALGODON X 50 UNIDADES"|"SEGUN ROTULADO"||"SEGUN ROTULADO"|"ALGODON"|"50"|"UNIDAD"|"SWISS BEAUTY"|"BELLEZA"|"ARTICULOS DE TOCADOR"|"ALGODONES Y VARITAS"|"NP"|0|0||1|0
777000998|7896226503806|"F-4169/20"|"PROLOPA 200 MG/50 MG X 30 COMPRIMIDOS"|"LEVODOPA 200 MG BENSERAZIDA 50 MG"|"200;50"|"200 MG;50 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"ROCHE"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTIPARKINSONIANOS"|"MRE"|0|0||1|0
777000999|7896226503806|"F-4169/20"|"PROLOPA 200 MG/50 MG X 30 COMPRIMIDOS"|"LEVODOPA 200 MG BENSERAZIDA 50 MG"|"200;50"|"200 MG;50 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"ROCHE"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTIPARKINSONIANOS"|"MRE"|0|0|"CENABAST"|1|0
777001000|7897337713672|"F-21604/19"|"JANUMET 50 MG/1000 MG X 56 COMPRIMIDOS RECUBIERTOS"|"SITAGLIPINA 50 MG METFORMINA CLORHIDRATO 1000 MG"|"50;1000"|"50 MG;1000 MG"|"COMPRIMIDOS RECUBIERTOS"|"56"|"COMPRIMIDO"|"MERCK SHARP & DOHME (MSD)"|"MEDICAMENTOS"|"SISTEMA ENDOCRINO (HORMONAL) Y METABOLISMO"|"HIPOGLICEMIANTES"|"MRE"|0|0||1|0
777001001|7897337713696|"F-21603/19"|"JANUMET 50 MG/850 MG X 56 COMPRIMIDOS RECUBIERTOS"|"SITAGLIPINA 50 MG METFORMINA CLORHIDRATO 850 MG"|"50;850"|"50 MG;850 MG"|"COMPRIMIDOS RECUBIERTOS"|"56"|"COMPRIMIDO"|"MERCK SHARP & DOHME (MSD)"|"MEDICAMENTOS"|"SISTEMA ENDOCRINO (HORMONAL) Y METABOLISMO"|"HIPOGLICEMIANTES"|"MRE"|0|0||1|0
777001002|7898185410096||"DENTALCLEAN CEPILLO DENTAL DE VIAJE SUAVE X 1 UNIDAD"|"NO APLICA UNITARIO"||"UNITARIO"|"CEPILLO DENTAL"|"1"|"UNIDAD"|"DENTALCLEAN"|"CUIDADO PERSONAL E HIGIENE"|"SALUD DENTAL"|"CEPILLOS DENTALES"|"NP"|0|0||1|0
777001003|7898185410744||"DENTALCLEAN CEPILLO ORTODONCIA ADULTO X 1 UNIDAD"|"NO APLICA UNITARIO"||"UNITARIO"|"CEPILLO DENTAL"|"1"|"UNIDAD"|"DENTALCLEAN"|"CUIDADO PERSONAL E HIGIENE"|"SALUD DENTAL"|"CEPILLOS DENTALES"|"NP"|0|0||1|0
777001004|7898586631182|"F-1875/19"|"COSOPT X 5 ML SOLUCION OFTALMICA"|"DORZOLAMIDA 20 MG/ML TIMOLOL 5 MG/ML"|"20;5"|"20 MG/ML;5 MG/ML"|"SOLUCION OFTALMICA ESTERIL"|"5"|"100 ML"|"ALPES CHEMIE"|"MEDICAMENTOS"|"MEDICAMENTOS OFTALMOLOGICOS"|"ANTIGLAUCOMATOSOS"|"MRE"|1|0||1|1
777001005|7899026404892||"MAYBELLINE ESMALTE DE UNAS COLORAMA BLANCO FRANCES X 1 UNIDAD"|"SEGUN ROTULADO"||"SEGUN ROTULADO"|"ESMALTE"|"1"|"UNIDAD"|"MAYBELLINE"|"BELLEZA"|"MAQUILLAJES Y DESMAQUILLANTES"|"UNAS"|"NP"|0|0||1|0
777001006|7899026404984||"MAYBELLINE ESMALTE DE UNAS COLORAMA PIEL MARFIL X 1 UNIDAD"|"SEGUN ROTULADO"||"SEGUN ROTULADO"|"ESMALTE"|"1"|"UNIDAD"|"MAYBELLINE"|"BELLEZA"|"MAQUILLAJES Y DESMAQUILLANTES"|"UNAS"|"NP"|0|0||1|0
777001007|7899026462533||"COR INTENSA TINTURA 1.0 NEGRO INTENRO X 1 UNIDAD"|"SEGUN ROTULADO"||"SEGUN ROTULADO"|"TINTURA"|"1"|"UNIDAD"|"NUTRISSE"|"BELLEZA"|"SALUD CAPILAR"|"COLORACION"|"NP"|0|0||1|0
777001008|8111323321115||"KIKKO ASPIRADOR NASAL X 1 UNIDAD"|"NO APLICA UNITARIO"||"UNITARIO"|"ASPIRADOR NASAL"|"1"|"UNIDAD"|"KIKKO"|"BEBE E INFANTIL"|"HIGIENE"|"ASPIRADORES NASALES"|"NP"|0|0||1|0
777001009|8427030003207||"SIMILAC FORMULA SIN LACTOSA SENSITIVE X 375 G"|"SEGUN ROTULADO"||"SEGUN ROTULADO"|"POLVO PARA SUSPENSION ORAL"|"375"|"100 G"|"SIMILAC"|"VITAMINAS Y SUPLEMENTOS"|"SUPLEMENTOS ALIMENTICIOS"|"FORMULAS LACTEAS PARA NINOS"|"NP"|0|0||1|0
777001010|8427426001565||"PHB CEPILLO DENTAL SUPER 9 DURO X 1 UNIDAD"|"NO APLICA UNITATIO"||"UNITATIO"|"CEPILLOS"|"1"|"UNIDAD"|"PHB"|"CUIDADO PERSONAL E HIGIENE"|"SALUD DENTAL"|"CEPILLOS DENTALES"|"NP"|0|0||1|0
777001011|8427426005938||"INTERPROX CEPILLO INTERDENTAL PLUS CONICO 1,3 X 6 UNIDADES"|"NO APLICA UNITARIO"||"UNITARIO"|"CEPILLOS"|"6"|"UNIDAD"|"INTERPROX"|"CUIDADO PERSONAL E HIGIENE"|"SALUD DENTAL"|"CEPILLOS DENTALES"|"NP"|0|0||1|0
777001012|8427426013155||"VITIS SEDA DENTAL CON CERA X 50 M X 1 UNIDAD"|"SEGUN ROTULADO UNITARIO"||"UNITARIO"|"SEDA DENTAL"|"1"|"UNIDAD"|"VITIS"|"CUIDADO PERSONAL E HIGIENE"|"SALUD DENTAL"|"HILOS Y SEDAS DENTALES"|"NP"|0|0||1|0
777001013|8436024610116|"F-19020/21"|"BILIDREN 20 MG X 30 COMPRIMIDOS"|"BILASTINA 20 MG"|"20"|"20 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"FAES FARMA"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"ANTIHISTAMINICOS (ALERGIAS)"|"MRE"|0|0||1|0
777001014|8437019299118|"F-25351/20"|"SLINDA 4 MG X 28 COMPRIMIDOS RECUBIERTOS"|"DROSPIRENONA 4 MG"|"4"|"4 MG"|"COMPRIMIDOS RECUBIERTOS"|"28"|"COMPRIMIDO"|"EXELTIS"|"MEDICAMENTOS"|"SISTEMA REPRODUCTIVO Y URINARIO"|"ANTICONCEPTIVOS"|"MRE"|0|0||1|0
777001015|8437020503020|"F-25255/20"|"TADAVITAE 5 MG X 14 COMPRIMIDO COMPRIMIDOS RECUBIERTOS"|"TADALAFILO 5 MG"|"5"|"5 MG"|"COMPRIMIDOS RECUBIERTOS"|"14"|"COMPRIMIDO"|"GALENICUM HEALTH"|"MEDICAMENTOS"|"SISTEMA REPRODUCTIVO Y URINARIO"|"ESTIMULANTES SEXUALES MASCULINOS"|"MRE"|1|0||1|0
777001016|8437020503150|"F-25419/20"|"CILOSVITAE 50 MG X 28 COMPRIMIDOS"|"CILOSTAZOL 50 MG"|"50"|"50 MG"|"COMPRIMIDOS"|"28"|"COMPRIMIDO"|"GALENICUM HEALTH"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTICOAGULANTES"|"MRE"|1|0||1|0
777001017|8437020503204|"F-25466/20"|"MODAVITAE 100 MG X 30 COMPRIMIDOS"|"MODAFINILO 100 MG"|"100"|"100 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"GALENICUM"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ESTIMULANTES CEREBRALES"|"RMRSCS"|1|0||1|0
777001018|8437020503211|"F-25468/20"|"MODAVITAE 200 MG X 30 COMPRIMIDOS"|"MODAFINILO 200 MG"|"200"|"200 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"GALENICUM"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ESTIMULANTES CEREBRALES"|"RMRSCS"|0|0|"CENABAST"|1|0
777001019|8437020503211|"F-25468/20"|"MODAVITAE 200 MG X 30 COMPRIMIDOS"|"MODAFINILO 200 MG"|"200"|"200 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"GALENICUM HEALTH"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ESTIMULANTES CEREBRALES"|"RMRSCS"|1|0||1|0
777001020|8680199002096|"F-26236/21"|"DORZOLAMIDA 2% X 5 ML SOLUCION OFTALMICA"|"DORZOLAMIDA 2%"|"2"|"2%"|"SOLUCION OFTALMICA"|"5"|"100 ML"|"PHARMATECH"|"MEDICAMENTOS"|"MEDICAMENTOS OFTALMOLOGICOS"|"ANTIGLAUCOMATOSOS"|"MRE"|1|0||0|1
777001021|8680199002096|"F-26236/21"|"DORZOLAMIDA 2% X 5 ML SOLUCION OFTALMICA"|"DORZOLAMIDA 2%"|"2"|"2%"|"SOLUCION OFTALMICA"|"5"|"100 ML"|"PHARMATECH"|"MEDICAMENTOS"|"MEDICAMENTOS OFTALMOLOGICOS"|"ANTIGLAUCOMATOSOS"|"MRE"|1|0|"CENABAST"|0|1
777001022|8680199613384|"B-2727/18"|"FLURES-D X 5 ML SUSPENSION OFTALMICA"|"DEXAMETASONA 0,1% TOBRAMICINA 0,3%"|"0,1;0,3"|"0,1 %;0,3 %"|"SUSPENSION OFTALMICA"|"5"|"100 ML"|"PHARMATECH"|"MEDICAMENTOS"|"MEDICAMENTOS OFTALMOLOGICOS"|"ANTIBIOTICOS"|"RMRSCS"|0|0||1|1
777001023|8680199613384|"B-2727/18"|"FLURES-D X 5 ML SUSPENSION OFTALMICA"|"SEGUN ROTULADO SEGUN ROTULADO"|"0,1;0,3"|"SEGUN ROTULADO"|"SUSPENSION OFTALMICA"|"5"|"100 ML"|"PHARMATECH"|"MEDICAMENTOS"|"MEDICAMENTOS OFTALMOLOGICOS"|"ANTIBIOTICOS"|"RMRSCS"|0|0|"CENABAST"|1|1
777001024|8710428999269||"ENSURE ADVANCE VAINILLA X 850 G POLVO"|"SEGUN ROTULADO"||"SEGUN ROTULADO"|"POLVO PARA SUSPENSION ORAL"|"850"|"100 G"|"ABBOTT"|"VITAMINAS Y SUPLEMENTOS"|"SUPLEMENTOS ALIMENTICIOS"|"FORMULAS LACTEAS PARA ADULTOS"|"NP"|0|0||1|0
777001025|8710428999443||"ENSURE VAINILLA X 850 G POLVO"|"SEGUN ROTULADO"||"SEGUN ROTULADO"|"POLVO PARA SUSPENSION ORAL"|"850"|"100 G"|"ABBOTT"|"VITAMINAS Y SUPLEMENTOS"|"SUPLEMENTOS ALIMENTICIOS"|"FORMULAS LACTEAS PARA ADULTOS"|"NP"|0|0||1|0
777001026|8850217007963||"B.H. CHUPETE PACIFIER CON TAPA 0+ MESES X 1 UNIDAD"|"NO APLICA UNITARIO"||"UNITARIO"|"CHUPETE"|"1"|"UNIDAD"|"BEST HOUSE"|"BEBE E INFANTIL"|"MAMADERAS Y CHUPETES"|"CHUPETES"|"NP"|0|0||1|0
777001027|8850217620063||"BEST HOUSE CHUPETE ENTRETENCION LITTLE PRINCE X 1 UNIDAD"|"NO APLICA UNITARIO"||"UNITARIO"|"CHUPETE"|"1"|"UNIDAD"|"BEST HOUSE"|"BEBE E INFANTIL"|"MAMADERAS Y CHUPETES"|"CHUPETES"|"NP"|0|0||1|0
777001028|8859263201165||"BEST HOUSE REPUESTO CHUPETE BOCA STANDARD M X 2 UNIDADES"|"NO APLICA UNITARIO"||"UNITARIO"|"CHUPETE"|"2"|"UNIDAD"|"BEST HOUSE"|"BEBE E INFANTIL"|"MAMADERAS Y CHUPETES"|"REPUESTOS DE CHUPETES"|"NP"|0|0||1|0
777001029|8859263401305||"BEST HOUSE SET CEPILLO + PEINETA X 1 PACK"|"NO APLICA UNITARIO"||"UNITARIO"|"CEPILLO"|"1"|"UNIDAD"|"BEST HOUSE"|"BEBE E INFANTIL"|"ACCESORIOS"|"PEINES"|"NP"|0|0||1|0
777001030|8901463125861|"F-22417/16"|"CELECOXIB 200 MG X 10 CAPSULAS"|"CELECOXIB 200 MG"|"200"|"200 MG"|"CAPSULAS"|"10"|"CAPSULA"|"PHARMATECH"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|1|0||0|0
777001031|8901530003856|"F-25402/20"|"CELECOXIB 200 MG X 10 CAPSULAS"|"CELECOXIB 200 MG"|"200"|"200 MG"|"CAPSULAS"|"10"|"CAPSULA"|"REUTTER"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|1|0||0|0
777001032|8901530003863|"F-25402/20"|"CELECOXIB 200 MG X 30 CAPSULAS"|"CELECOXIB 200 MG"|"200"|"200 MG"|"CAPSULAS"|"30"|"CAPSULA"|"REUTTER"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|1|0||0|0
777001033|8901530003863|"F-25402/20"|"CELECOXIB 200 MG X 30 CAPSULAS"|"CELECOXIB 200 MG"|"200"|"200 MG"|"CAPSULAS"|"30"|"CAPSULA"|"REUTTER"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|1|0|"CENABAST"|0|0
777001034|8901790710747|"F-24761/19"|"CLARITROMICINA 250 MG/5 ML X 60 ML POLVO GRANULAR PARA SUSPENSION ORAL"|"CLARITROMICINA 250 MG/5 ML"|"250"|"250 MG/5 ML"|"POLVO GRANULAR PARA SUSPENSION ORAL"|"60"|"100 ML"|"NEOETHICALS"|"MEDICAMENTOS"|"ANTIBIOTICOS"|"MACROLIDOS"|"APR"|0|0||0|0
777001035|8901790710747|"F-24761/19"|"CLARITROMICINA 250 MG/5 ML X 60 ML POLVO GRANULAR PARA SUSPENSION ORAL"|"CLARITROMICINA 250 MG/5 ML"|"250"|"250 MG/5 ML"|"POLVO GRANULAR PARA SUSPENSION ORAL"|"60"|"100 ML"|"NEOETHICALS"|"MEDICAMENTOS"|"ANTIBIOTICOS"|"MACROLIDOS"|"APR"|0|0|"CENABAST"|0|0
777001036|8902281611239|"F-25687/20"|"ARIPIR 10 MG X 30 COMPRIMIDOS"|"ARIPIPRAZOL 10 MG"|"10"|"10 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"INDOPHARMA"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTIPSICOTICOS"|"MRE"|1|0||1|0
777001037|8903726186213|"F-22392/21"|"LEVETIRACETAM 500 MG X 30 COMPRIMIDOS RECUBIERTOS"|"LEVETIRACETAM 500 MG"|"500"|"500 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"SEVEN PHARMA"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTICONVULSIVANTES"|"MRE"|1|0||0|0
777001038|8903726188774|"F-22933/21"|"MOXIFLOXACINO 400 MG X 10 COMPRIMIDOS RECUBIERTOS"|"MOXIFLOXACINO CLORHIDRATO 400 MG"|"400"|"400 MG"|"COMPRIMIDOS RECUBIERTOS"|"10"|"COMPRIMIDO"|"SEVEN PHARMA"|"MEDICAMENTOS"|"ANTIBIOTICOS"|"QUINOLONAS"|"APR"|1|0||0|0
777001039|8903726189559|"F-22800/21"|"AMLODIPINO 10 MG X 30 COMPRIMIDOS"|"AMLODIPINO 10 MG"|"10"|"10 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"SEVEN PHARMA"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTIHIPERTENSIVOS ASOCIADOS Y RELACIONADOS CON OTRAS ENFERMEDADES"|"MRE"|1|0||0|0
777001040|8903726193358|"F-22420/21"|"QUETIAPINA 25 MG X 30 COMPRIMIDOS RECUBIERTOS"|"QUETIAPINA FUMARATO 25 MG"|"25"|"25 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"SEVEN PHARMA"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTIPSICOTICOS"|"MRE"|1|0|"CENABAST"|0|0
777001041|8903726193372|"F-22395/21"|"ROSUVASTATINA 10 MG X 30 COMPRIMIDOS RECUBIERTOS"|"ROSUVASTATINA CALCICA 10 MG"|"10"|"10 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"SEVEN PHARMA"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"HIPOLIPEMIANTES (COLESTEROL)"|"MRE"|1|0||0|0
777001042|8903726193556|"F-22783/21"|"VALSARTAN 160 MG X 30 COMPRIMIDOS RECUBIERTOS"|"VALSARTAN 160 MG"|"160"|"160 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"SEVEN PHARMA"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTIHIPERTENSIVOS"|"MRE"|1|0||0|0
777001043|8903726195529|"F-23300/17"|"MONTELUKAST 10 MG X 30 COMPRIMIDOS RECUBIERTOS"|"MONTELUKAST SODICO 10 MG"|"10"|"10 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"SEVEN PHARMA"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"BRONCODILATADORES"|"MRE"|1|0|"CENABAST"|0|0
777001044|8903726195628|"F-22496/21"|"ESZOPICLONA 3 MG X 30 COMPRIMIDOS RECUBIERTOS"|"ESZOPICLONA 3 MG"|"3"|"3 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"SEVEN PHARMA"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"INDUCTORES DEL SUENO"|"RMRSCS"|1|0||0|0
777001045|8903726198179|"F-22683/21"|"BICALUTAMIDA 50 MG X 30 COMPRIMIDOS RECUBIERTOS"|"BICALUTAMIDA 50 MG"|"50"|"50 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"SEVEN PHARMA"|"MEDICAMENTOS"|"ONCOLOGICO"|"TERAPIA HORMONAL"|"MRE"|1|0||0|0
777001046|8903726198605|"F-23493/17"|"ARIPIPRAZOL 10 MG X 30 COMPRIMIDOS"|"ARIPIPRAZOL 10 MG"|"10"|"10 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"SEVEN PHARMA"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTIPSICOTICOS"|"MRE"|1|0||0|0
777001047|8903726198612|"F-23492/17"|"ARIPIPRAZOL 15 MG X 30 COMPRIMIDOS"|"ARIPIPRAZOL 15 MG"|"15"|"15 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"SEVEN PHARMA"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTIPSICOTICOS"|"MRE"|1|0||0|0
777001048|8903726205150|"F-23461/17"|"VALSARTAN 80 MG X 30 COMPRIMIDOS RECUBIERTOS"|"VALSARTAN 80 MG"|"80"|"80 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"SEVEN PHARMA"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTIHIPERTENSIVOS"|"MRE"|1|0||0|0
777001049|8903726208847|"F-22818/21"|"QUETIAPINA 100 MG X 30 COMPRIMIDOS RECUBIERTOS"|"QUETIAPINA FUMARATO 100 MG"|"100"|"100 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"HETERO"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTIPSICOTICOS"|"MRE"|1|0||0|0
777001050|8903726209608|"F-22710/21"|"ACICLOVIR 400 MG X 32 COMPRIMIDOS"|"ACICLOVIR 400 MG"|"400"|"400 MG"|"COMPRIMIDOS"|"32"|"COMPRIMIDO"|"SEVEN PHARMA"|"MEDICAMENTOS"|"ANTIVIRALES"|"SISTEMICOS"|"APR"|1|0||0|0
777001051|8903726209615|"F-22712/21"|"ACICLOVIR 800 MG X 30 COMPRIMIDOS"|"ACICLOVIR 800 MG"|"800"|"800 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"SEVEN PHARMA"|"MEDICAMENTOS"|"ANTIVIRALES"|"SISTEMICOS"|"APR"|1|0||0|0
777001052|8903726209646|"F-22779/21"|"LEVETIRACETAM 100 MG/ML X 30 ML SOLUCION ORAL"|"LEVETIRACETAM 10 G"|"10"|"10 G"|"SOLUCION ORAL"|"30"|"100 ML"|"SEVEN PHARMA"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTICONVULSIVANTES"|"MRE"|1|0||0|1
777001053|8903726209646|"F-22779/21"|"LEVETIRACETAM 100 MG/ML X 300 ML SOLUCION ORAL"|"LEVETIRACETAM"|"100"|"100 MG/ML"|"SOLUCION ORAL"|"300"|"100 ML"|"HETERO"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTICONVULSIVANTES"|"MRE"|1|0|"CENABAST"|1|1
777001054|8903726220436|"F-23941/18"|"FLUSACORT 25 MG/250 MG X 120 DOSIS AEROSOL PARA INHALACION ORAL"|"FLUTICASONA PROPIONATO 0,414 G SALMETEROL 0,06 G"|"0,414;0,06"|"0,414 G;0,06 G"|"AEROSOL PARA INHALACION ORAL"|"120"|"DOSIS"|"SEVEN PHARMA"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"BRONCODILATADORES"|"MRE"|0|0||1|0
777001055|8903726220436|"F-23941/18"|"FLUSACORT 25/250 X 120 DOSIS AEROSOL PARA INHALACION"|"FLUTICASONA PROPIONATO 0,414 G SALMETEROL 0,06 G"|"0,414;0,06"|"0,414 G;0,06 G"|"AEROSOL PARA INHALACION ORAL"|"120"|"DOSIS"|"SEVEN PHARMA"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"BRONCODILATADORES"|"MRE"|0|0|"CENABAST"|1|0
777001056|8903726221051|"F-23942/18"|"FLUSACORT 25/125 X 120 DOSIS AEROSOL PARA INHALACION"|"FLUTICASONA PROPIONATO 0,228 G SALMETEROL 0,066 G"|"0,228;0,066"|"0,228 G;0,066 G"|"AEROSOL PARA INHALACION ORAL"|"120"|"DOSIS"|"SEVEN PHARMA"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"BRONCODILATADORES"|"MRE"|0|0|"CENABAST"|1|0
777001057|8903726233870|"F-22763/21"|"VALTERO X 10 COMPRIMIDOS RECUBIERTOS"|"VALACICLOVIR 556 MG"|"556"|"556 MG"|"COMPRIMIDOS RECUBIERTOS"|"10"|"COMPRIMIDO"|"SEVEN PHARMA"|"MEDICAMENTOS"|"ANTIVIRALES"|"SISTEMICOS"|"APR"|1|0||1|0
777001058|8903726234419|"F-24493/18"|"OLMECARD 20 MG X 30 COMPRIMIDOS"|"OLMESARTAN MEDOXOMILO 20 MG"|"20"|"20 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"SEVEN PHARMA"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTIHIPERTENSIVOS ASOCIADOS Y RELACIONADOS CON OTRAS ENFERMEDADES"|"MRE"|1|0||1|0
777001059|8903726249109||"TELGARD 80 MG X 30 COMPRIMIDOS"|"TELMISARTAN 80 MG"|"80"|"80 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"HETERO"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTIHIPERTENSIVOS"|"MRE"|1|0|"CENABAST"|1|0
777001060|8903726249291||"LEVETIRACETAM 500 MG X 30 COMPRIMIDOS RECUBIERTOS"|"LEVETIRACETAM 500 MG"|"500"|"500 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"HETERO"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTICONVULSIVANTES"|"MRE"|1|0||0|0
777001061|8903726249314|"F-23371/17"|"PREGABALINA 150 MG X 30 CAPSULAS"|"PREGABALINA 150 MG"|"150"|"150 MG"|"CAPSULAS"|"30"|"CAPSULA"|"SEVEN PHARMA"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANALGESICOS Y ANTICONVULSIVANTES"|"MRE"|1|0|"CENABAST"|0|0
777001062|8903726249451|"F-23282/17"|"COXTOR 120 MG X 7 COMPRIMIDOS RECUBIERTOS"|"ETORICOXIB 120 MG"|"120"|"120 MG"|"COMPRIMIDOS RECUBIERTOS"|"7"|"COMPRIMIDO"|"SEVEN PHARMA"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|1|0|"CENABAST"|1|0
