"id"|"EAN13"|"CODE_ISP"|"EDITABLE_NAME"|"PRINCIPE_ACTIVE"|"CLEAR_CONCENTRATION"|"CONCENTRATION"|"SHAPE_PHARMACY"|"QUANTITY_PER_CONTAINER"|"UNIT_OF_MEASUREMENT"|"LABORATORY"|"MASTER_CATEGORY"|"CATEGORY"|"SUB_CATEGORY"|"PRESCRIPTION_TYPE"|"BIOEQUIVALENT"|"COOLED"|"CENABAST"|"BRAND"|"LIQUID"
777001217|7800060014817|"F-9572"|"Duoval Jarabe 120ml"|"CLORFENAMINA ; PSEUDOEFEDRINA"||"2mg/5ml ; 30mg/5ml"|"JARABE"||"por cada 100 ml de Solución"|"Saval"||"Inmunologia"|"Antihistaminicos"|"Receta Médica"|||||
777001218|7800060015548|"F-9573"|"Duoval Gotas x15ml"|"CLORFENAMINA ; PSEUDOEFEDRINA"||"1mg/ml ; 30mg/ml"|"SOLUCION ORAL PARA GOTAS"||"por cada 100 ml de Solución"|"Saval"||"Inmunologia"|"Antihistaminicos"|"Receta Médica"|||||
777001219|7800060137653|"F-21431"|"Keval x2com"|"ELETRIPTAN"||"40mg"|"COMPRIMIDOS RECUBIERTOS"||"por cada Comprimido"|"Saval"||"Salud Mental"|"Antijaquecosos"|"Receta Médica"|||||
777001220|7800060410176|"F-14420"|"Euromicina 250mg/5ml solucion oral 80ml"|"CLARITROMICINA"||"250mg/5ml"|"GRÁNULOS PARA SUSPENSIÓN ORAL"||"por cada 100 ml de Solución"|"Saval"||"Infecciones"|"Antibioticos"|"Receta Médica"|||||
777001221|7800060414242|"N-501"|"Muxelix 35mg/5ml jarabe 120ml"|"HEDERA HELIX"||"35MG/5ML"|"JARABE"||"por cada 100 ml de Solución"|"Saval"||"Respiratorio"|"Mucoliticos y expectorantes"|"Venta directa"|||||
777001222|7800060416611|"F-12844"|"Trex Forte 400mg/5ml solucion oral 30ml"|"AZITROMICINA"||"400mg/5ml"|"POLVO PARA SUSPENSIÓN ORAL"||"por cada 100 ml de Solución"|"Saval"||"Infecciones"|"Antibioticos"|"Receta Médica"|||||
777001223|7800062001839|"F-13717"|"Glucosalino Isotonico Apiroflex 500cc (Fresenius Kabi)"|"Dextrosa ; Sodio cloruro"||"2.5% ; 0.9%"|"SOLUCIÓN INYECTABLE"||"por cada 100 ml de Solución"|"Fresenius Kabi"||"Sueros e Inyectables"|"Sueros"|"Receta Médica"|||||
777001224|7800062001990|"F-10865"|"Cloruro de sodio 0,9% ap 10ml (Sanderson)"|"CLORURO DE SODIO"||"0.9%"|"SOLUCIÓN INYECTABLE"||"por cada 100 ml de Solución"|"Fresenius Kabi"||"Sueros e Inyectables"|"Sueros"|"Receta Médica"|||||
777001225|7800062002003|"F-10865"|"Cloruro de sodio 0,9% ampolla plastica 20ml (Fresenius Kabi)"|"CLORURO DE SODIO"||"0.9%"|"SOLUCIÓN INYECTABLE"||"por cada 100 ml de Solución"|"Fresenius Kabi"||"Sueros e Inyectables"|"Sueros"|"Receta Médica"|||||
777001226|7800062002041|"F-16960"|"Lidocaina Hcl 2% ampolla plastica 5ml (Sanderson)"|"Lidocaina"||"2%"|"SOLUCIÓN INYECTABLE"||"por cada 100 ml de Solución"|"Fresenius Kabi"||"Sueros e Inyectables"|"Medicamentos Inyectables"|"Receta Médica"|||||
777001227|7800062003994|"F-10867"|"Dexametasona 4mg/1ml (Fresenius)"|"Dexametasona"||"4MG/1ML"|"SOLUCIÓN INYECTABLE"||"por cada Ampolla"|"Fresenius Kabi"||"Sueros e Inyectables"|"Medicamentos Inyectables"|"Receta Retenida"|||||
777001228|7800062005066|"F-10865"|"Cloruro de sodio 0,9% 1000ml Apiroflex (Fresenius Kabi)"|"CLORURO DE SODIO"||"0.9%"|"SOLUCIÓN INYECTABLE"||"por cada 100 ml de Solución"|"Fresenius Kabi"||"Sueros e Inyectables"|"Sueros"|"Receta Médica"|||||
777001229|7800063000404|"F-17253"|"Citalopram 20mg x30com. (Mintlab)"|"CITALOPRAM"||"20mg"|"COMPRIMIDOS"||"por cada Comprimido"|"Mintlab"||"Salud Mental"|"Antidepresivos"|"Receta Médica"|||||
777001230|7800063000770|"F-13927"|"Geniol Flu jarabe 100ml"|"CLORFENAMINA ; PARACETAMOL ; PSEUDOEFEDRINA"||"2mg/5ml ; 125mg/5ml ; 30mg/5ml"|"JARABE"||"por cada 100ml de Solución"|"Mintlab"||"Infecciones"|"Gripe y resfrio"|"Receta Médica"|||||
777001231|7800063000800|"F-14380"|"Neohysticlar Jarabe 2,5mg/5ml x90ml"|"DESLORATADINA"||"2.5MG/5ML"|"JARABE"||""|"Mintlab"||"Inmunologia"|"Antihistaminicos"|"Receta Médica"|||||
777001232|7800063000817|"F-12167"|"Nipolen 2,5mg/5ml jarabe 100ml"|"CLORFENAMINA"||"2.5MG/5ML"|"JARABE"||"por cada 100ml de Jarabe"|"Mintlab"||"Inmunologia"|"Antihistaminicos"|"Receta Médica"|||||
777001233|7800063000824|"F-13104"|"Pyriped Forte jarabe 200mg/5ml x100ml"|"IBUPROFENO"||"200mg/5ml"|"SUSPENSIÓN ORAL"||"por cada 100ml de Jarabe"|"Mintlab"||"Analgesicos y Antinflamatorios"||"Venta directa"|||||
777001234|7800063001524|"F-22157"|"Bromfin Jarabe 8mg/5ml x100ml"|"BROMHEXINA"||"8MG/5ML"|"JARABE"||""|"Mintlab"||"Respiratorio"|"Mucoliticos y expectorantes"|"Venta directa"|||||
777001235|7800063001760|"F-9892"|"Fluoxetina 20mg x20com. (Mintlab)"|"FLUOXETINA"||"20mg"|"COMPRIMIDOS"||"por cada Comprimido"|"Mintlab"||"Salud Mental"|"Antidepresivos"|"Receta Médica"|||||
777001236|7800063001944|"F-1837"|"Naproxeno 550mg x10com. (Mintlab)"|"NAPROXENO"||"550mg"|"COMPRIMIDOS RECUBIERTOS"||"por cada Comprimido"|"Mintlab"||"Analgesicos y Antinflamatorios"||"Receta Médica"|||||
777001237|7800063110981|"F-9890"|"Flucloxacilina 500mg x6cap (Mintlab)"|"FLUCLOXACILINA"||"500mg"|"CAPSULAS"||"por cada Cápsula"|"Mintlab"||"Infecciones"|"Antibioticos"|"Receta Médica"|||||
777001238|7800063111124|"F-3019"|"Ketoconazol 200mg x10 (Mintlab)"|"KETOCONAZOL"||"200mg"|"COMPRIMIDOS"||"por cada Comprimido"|"Mintlab"||"Infecciones"|"Antimicoticos"|"Receta Médica"|||||
777001239|7800063116419|"F-13921"|"Sertralina 100mg x30com. (Mintlab)"|"SERTRALINA"||"100mg"|"COMPRIMIDOS RECUBIERTOS"||"por cada Comprimido"|"Mintlab"||"Salud Mental"|"Antidepresivos"|"Receta Médica"|||||
777001240|7800063116778|"F-13105"|"Aciclovir 400mg x35com. (Mintlab)"|"ACICLOVIR"||"400mg"|"COMPRIMIDOS"||"por cada Comprimido"|"Mintlab"||"Infecciones"|"Antivirales"|"Receta Médica"|||||
777001241|7800063130507|"F-12423"|"Oxolamina Infantil Jarabe 28mg/5ml x100ml (Mintlab)"|"Oxolamina"||"28mg/5ml"|"JARABE"||"por cada 100 ml de Jarabe"|"Mintlab"||"Respiratorio"|"Antitusivos"|"Receta Médica"|||||
777001242|7800063130514|"F-12422"|"Oxolamina Adulto Jarabe 50mg/5ml x100ml (Mintlab)"|"Oxolamina"||"50mg"|"JARABE"||"por cada 100 ml de Solución"|"Mintlab"||"Respiratorio"|"Antitusivos"|"Receta Médica"|||||
777001243|7800063160153|"B-1802"|"Gentamicina Crema 0.1% x15g (Mintlab)"|"GENTAMICINA"||"0.1%"|"CREMA"||"por cada 100g de Crema"|"Mintlab"||"Infecciones"|"Antibioticos"|"Receta Médica"|||||
777001244|7800063310084|"F-6942"|"Trelibec Forte x10com. (Mintlab)"|"Sulfametoxazol ; Trimetoprima"||"800mg ; 160mg"|"COMPRIMIDOS"||"por cada Comprimido"|"Mintlab"||"Infecciones"|"Antibioticos"|"Receta Médica"|||||
777001245|7800063310121|"F-3596"|"Buton x10com"|"Atropina sulfato ; Papaverina"||"0.5MG ; 40MG"|"COMPRIMIDOS"||"por cada Comprimido"|"Mintlab"||"Gastrointestinal"|"Antiespasmodicos"|"Receta Médica"|||||
777001246|7800063310848|"F-14378"|"Neohysticlar 5mg x30com"|"DESLORATADINA"||"5mg"|"COMPRIMIDOS RECUBIERTOS"||"por cada Comprimido"|"Mintlab"||"Inmunologia"|"Antihistaminicos"|"Receta Médica"|||||
777001247|7800063311029|"F-16475"|"Naxodol Plus 37.5/325 x20com"|"Paracetamol ; Tramadol"||"325mg ; 37.5mg"|"COMPRIMIDOS"||"por cada Comprimido"|"Mintlab"||"Analgesicos y Antinflamatorios"||"Receta Retenida"|||||
777001248|7800063311227|"F-17951"|"Geniol Niños 160mg x16com"|"PARACETAMOL"||"160mg"|"COMPRIMIDOS MASTICABLES"||"por cada Comprimido"|"Mintlab"||"Infecciones"|"Gripe y resfrio"|"Venta directa"|||||
777001249|7800063312286|"F-23374"|"Nezel XR 75 mg. X30cap."|"VENLAFAXINA"||"75mg"|"CÁPSULAS CON GRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA"||"por cada Cápsula"|"Mintlab"||"Salud Mental"|"Antidepresivos"|"Receta Médica"|||||
777001250|7800063312460|"F-23331"|"Tavist XR 1000mg x30com"|"METFORMINA"||"1000mg"|"COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA"||"por cada Comprimido"|"Mintlab"||"Hipoglicemiantes"||"Receta Médica"|||||
777001251|7800063325422|"No Aplica"|"Fortotal Active+ x30cap."|"MULTIVITAMINICO"||"N/A"|"CAPSULAS"||""|"Mintlab"||"Multivitamínicos y Minerales"||"No Aplica"|||||
777001252|7800063330181|"F-759"|"Mintamox Infantil 15mg/5ml jarabe 100ml"|"AMBROXOL"||"15MG/5ML"|"JARABE"||"por cada 100ml de Jarabe"|"Mintlab"||"Respiratorio"|"Mucoliticos y expectorantes"|"Venta directa"|||||
777001253|7800063330198|"F-760"|"Mintamox Adulto 30mg/5ml jarabe 100ml"|"AMBROXOL"||"30MG/5ML"|"JARABE"||"por cada 100ml de Solución"|"Mintlab"||"Respiratorio"|"Mucoliticos y expectorantes"|"Venta directa"|||||
777001254|7800063330396|"F-12764"|"Rinosteryl Solución Nasal 0.9% x 30 ml"|"CLORURO DE SODIO"||"0.9%"|"SOLUCIÓN NASAL"||""|"Mintlab"||"Organos de los Sentidos"|"Nariz"|"Venta directa"|||||
777001255|7800063330495|"F-13860"|"Elitiran Gotas 15mg/ml x25ml"|"DICLOFENACO"||"15MG/ML"|"SUSPENSIÓN ORAL PARA GOTAS"||"por cada 100 ml de Solución"|"Mintlab"||"Analgesicos y Antinflamatorios"||"Receta Médica"|||||
777001256|7800063330648||"Brontec 35mg/5ml jarabe 100ml"|"HEDERA HELIX"||"35MG/5ML"|"JARABE"||"por cada 100ml de Solución"|"Mintlab"||"Respiratorio"|"Mucoliticos y expectorantes"|"Venta directa"|||||
777001257|7800063330860|"F-23586"|"Lalergic 5mg/ml gotas x20ml"|"LEVOCETIRIZINA"||"5MG/ML"|"SOLUCION ORAL PARA GOTAS"||"por cada 100ml de solución"|"Mintlab"||"Inmunologia"|"Antihistaminicos"|"Receta Médica"|||||
777001258|7800063480022|"F-17879"|"Salbutamol LF 100mcg inhalador 200 dosis (Mintlab)"|"Salbutamol"||"100MCG"|"AEROSOL PARA INHALACION"||"por cada Dosis"|"Mintlab"||"Respiratorio"|"Asma"|"Receta Médica"|||||
777001259|7800068010187|"F-15444"|"D-Histaplus 5mg x30com"|"DESLORATADINA"||"5mg"|"COMPRIMIDOS"||"por cada Comprimido"|"Pasteur"||"Inmunologia"|"Antihistaminicos"|"Receta Médica"|||||
777001260|7800068010576|"F-22489"|"Bonavid Gotas 300.000UI x2ml"|"Colecalciferol (Vitamina D3)"||"300.000U.I."|"SOLUCION ORAL PARA GOTAS"||"por cada 100 ml de Solución"|"Pasteur"||"Otros"|"Vitaminas y minerales"|"Receta Médica"|||||
777001261|7800068011016|"F-15416"|"Clatic 125mg/5ml solucion oral 80ml"|"CLARITROMICINA"||"125MG/ML"|"POLVO GRANULAR PARA SUSPENSIÓN ORAL"||"por cada 100 ml de Solución"|"Pasteur"||"Infecciones"|"Antibioticos"|"Receta Médica"|||||
777001262|7800068015953|"F-2141"|"Ginecopast Dual (10 Ovulos + Crema Vaginal 20Gr)"|"MICONAZOL ; TINIDAZOL"||"100mg ; 150mg"|"ÓVULOS Y CREMA VAGINAL"||"por cada Óvulo"|"Pasteur"||"Infecciones"|"Antimicoticos"|"Receta Médica"|||||
777001263|7800068017506|"No Aplica"|"Beez Gotas 10mg/ml x30ml"|"ZINC BISGLICINATO"||"10MG/ML"|"SOLUCION ORAL PARA GOTAS"||""|"Pasteur"||"Multivitamínicos y Minerales"||"No Aplica"|||||
777001264|7800068120107|"No Aplica"|"Vitde 500Ui x30comp"|"Colecalciferol (Vitamina D3)"||"500U.I."|"COMPRIMIDOS"||""|"Pasteur"||"Otros"|"Vitaminas y minerales"|"No Aplica"|||||
777001265|7800070004242|"F-4324"|"Divanon 100 mg x 7 cápsulas vaginales"|"CLINDAMICINA"||"100mg"|"CÁPSULAS BLANDAS VAGINALES"||"por cada Cápsula"|"Tecnofarma"||"Infecciones"|"Antibioticos"|"Receta Médica"|||||
777001266|7803504000834|"No Aplica"|"Propolis Spray menta eucaliptus 30ml"|"Propoleo"||"N/A"|"SOLUCIÓN ORAL"||""|"Knop"||"Organos de los Sentidos"|"Boca y faringe"|"No Aplica"|||||
777001267|7803504001237|"N-474"|"Pectox 35mg/5ml jarabe 120ml"|"HEDERA HELIX"||"35MG/5ML"|"JARABE"||""|"Knop"||"Respiratorio"|"Mucoliticos y expectorantes"|"Venta directa"|||||
777001268|7803504003125|"No Aplica"|"Propolis Kids Spray Frutilla 15 ml"|"Propoleo"||"N/A"|"SOLUCIÓN ORAL"||""|"Knop"||"Nutracéuticos"|"Propóleos"|"No Aplica"|||||
777001269|7803510000750|"F-14949"|"Finartrit Polvo x30sob"|"Condroitina ; Glucosamina"||"1200mg ; 1500mg"|"POLVO PARA SOLUCIÓN ORAL"||"por cada Sobre"|"Garden House"||"Osteomuscular"|"Artritis"|"Venta directa"|||||
777001270|7803510002914|"N-565"|"Aloe Garden house 150mg x20cap"|"Aloe Ferox"||"150mg"|"CAPSULAS"||"por cada Cápsula"|"Garden House"||"Gastrointestinal"|"Laxantes"|"Venta directa"|||||
777001271|7803510773364|"F-13036"|"Finartrit x60com"|"Condroitina ; Glucosamina"||"400mg ; 500mg"|"COMPRIMIDOS"||"por cada Comprimido"|"Garden House"||"Osteomuscular"||"Venta directa"|||||
777001272|7804612010296|"F-16367"|"Rino-B Aqua Suspensión Nasal 100mcg x100dosis"|"BUDESONIDA"||"100MCG/DOSIS"|"SUSPENSIÓN NASAL PARA NEBULIZACIÓN"||"por cada Dosis"|"Pablo Cassara"||"Inmunologia"|"Corticoides"|"Receta Retenida"|||||
777001273|7804612011712|"F-25345"|"Zinlergia 120mg x30com."|"FEXOFENADINA"||"120mg"|"COMPRIMIDOS RECUBIERTOS"||"por cada Comprimido"|"D&M Pharma"||"Inmunologia"|"Antihistaminicos"|"Receta Médica"|||||
777001274|7804614930455|"F-15396"|"Aquasol Acd gotas 30ml"|"Acido Ascórbico (Vitamina C) ; Ergocalciferol (Vitamina D2) ; Retinol (Vitamina A)"||"75mg ; 1000U.I. ; 5000U.I."|"SOLUCION ORAL PARA GOTAS"||"por cada 100 ml de Solución"|"Interpharma"||"Multivitamínicos y Minerales"||"Receta Médica"|||||
777001275|7804614931230|"F-6449"|"Algiafin Pediatrico 120mg/ml jarabe 60ml"|"PARACETAMOL"||"120mg/5ml"|"JARABE"||"por cada 100ml de Jarabe"|"Interpharma"||"Analgesicos y Antinflamatorios"||"Venta directa"|||||
777001276|7804616660121|"No Aplica"|"Cranberry x30cap (Suplalim)"|"Cranberry"||"N/A"|"CAPSULAS BLANDAS"||""|"Suplalim"||"Otros"|"Homeopatía y Naturales"|"No Aplica"|||||
777001277|7804616660411|"No Aplica"|"Vinagre de manzana con pomelo x60cap (Suplalim)"|"Vinagre de manzana"||"N/A"|"CAPSULAS"||""|"Suplalim"||"Nutracéuticos"|"Productos Naturales"|"No Aplica"|||||
777001278|7804616660978|"No Aplica"|"Activ On kids x30com"|"MULTIVITAMINICO"||"N/A"|"COMPRIMIDOS MASTICABLES"||""|"Suplalim"||"Otros"|"Vitaminas y minerales"|"No Aplica"|||||
777001279|7804616661289|"No Aplica"|"Zinc Sulfato 15mg x30com (Suplalim)"|"ZINC"||"15mg"|"COMPRIMIDOS"||""|"Suplalim"||"Otros"|"Vitaminas y minerales"|"No Aplica"|||||
777001280|7804620832811|"F-16767"|"Loratadina 10mg x30com. (Opko)"|"LORATADINA"||"10mg"|"COMPRIMIDOS"||"por cada Comprimido"|"Opko"||"Inmunologia"|"Antihistaminicos"|"Receta Médica"|||||
777001281|7804620832859|"F-19894"|"Enhora 50mg x5com"|"SILDENAFIL"||"50mg"|"COMPRIMIDOS RECUBIERTOS"||"por cada Comprimido"|"Opko"||"Genito-Urinario"|"Disfuncion erectil"|"Receta Médica"|||||
777001282|7804620832866|"F-19894"|"Enhora 50mg x10com"|"SILDENAFIL"||"50mg"|"COMPRIMIDOS RECUBIERTOS"||"por cada Comprimido"|"Opko"||"Genito-Urinario"|"Disfuncion erectil"|"Receta Médica"|||||
777001283|7804620832880|"F-19893"|"Enhora 100mg x10com"|"SILDENAFIL"||"100mg"|"COMPRIMIDOS RECUBIERTOS"||"por cada Comprimido"|"Opko"||"Genito-Urinario"|"Disfuncion erectil"|"Receta Médica"|||||
777001284|7804620833627|"F-22251"|"Amoxicilina 500mg/5ml jarabe 60ml (Opko)"|"AMOXICILINA"||"500mg/5ml"|"POLVO PARA SUSPENSIÓN ORAL"||"por cada 100 ml de Solución"|"Opko"||"Infecciones"|"Antibioticos"|"Receta Médica"|||||
777001285|7804620834273|"F-18679"|"Famotidina 40mg x10com. (Opko)"|"FAMOTIDINA"||"40mg"|"COMPRIMIDOS RECUBIERTOS"||"por cada Comprimido"|"Opko"||"Bioequivalentes"||"Receta Médica"|||||
777001286|7804620834303|"F-24505"|"Esomeprazol 20mg x30comp (Opko)"|"ESOMEPRAZOL"||"20mg"|"CÁPSULAS CON RECUBRIMIENTO ENTÉRICO"||"por cada Cápsula"|"Opko"||"Bioequivalentes"||"Receta Médica"|||||
777001287|7804620834402|"F-24640"|"Nevinex 150 mg x 30 cápsulas"|"PREGABALINA"||"150mg"|"CAPSULAS"||"por cada Cápsula"|"Opko"||"Salud Mental"|"Anticonvulsivantes"|"Receta Médica"|||||
777001288|7804620834433|"F-24639"|"Escitalopram 10mg x30com (Opko)"|"ESCITALOPRAM"||"10mg"|"COMPRIMIDOS RECUBIERTOS"||"por cada Comprimido"|"Opko"||"Salud Mental"|"Antidepresivos"|"Receta Médica"|||||
777001289|7804620834464|"F-24661"|"Hidroclorotiazida 50mg x20com. (Opko)"|"HIDROCLOROTIAZIDA"||"50mg"|"COMPRIMIDOS"||"por cada Comprimido"|"Opko"||"Cardiovascular"|"Diureticos"|"Receta Médica"|||||
777001290|7804620834501|"F-22479"|"Ambroxol 30mg/5ml Jarabe Adulto 100ml (Opko)"|"AMBROXOL"||"30MG/5ML"|"JARABE"||"por cada 100 ml de Solución"|"Opko"||"Respiratorio"|"Mucoliticos y expectorantes"|"Venta directa"|||||
777001291|7804620834556|"F-20162"|"Clobetasol Crema tópica 0,05% x25gr (Opko)"|"CLOBETASOL"||"0.05%"|"CREMA"||"por cada 100 gramos de Crema"|"Opko"||"Inmunologia"|"Corticoides"|"Receta Médica"|||||
777001292|7804620834723|"F-25165"|"Glicosol XR 500mg x30com"|"METFORMINA"||"500mg"|"COMPRIMIDOS DE LIBERACION PROLONGADA"||"por cada Comprimido"|"Opko"||"Hipoglicemiantes"||"Receta Médica"|||||
777001293|7804620834730|"F-25166"|"Glicosol XR 750mg x30com"|"METFORMINA"||"750mg"|"COMPRIMIDOS DE LIBERACION PROLONGADA"||"por cada Comprimido"|"Opko"||"Hipoglicemiantes"||"Receta Médica"|||||
777001294|7804620834839|"F-21475"|"Tramadol Gotas 100mg/ml. X20ml (Opko)"|"TRAMADOL"||"100mg/ml"|"SOLUCION ORAL PARA GOTAS"||"por cada 100 ml de Solución"|"Opko"||"Analgesicos y Antinflamatorios"||"Receta Retenida"|||||
777001295|7804620834846|"F-25072"|"Disac 20 mg x4com."|"TADALAFILO"||"20mg"|"COMPRIMIDOS RECUBIERTOS"||"por cada Comprimido"|"Opko"||"Genito-Urinario"|"Disfuncion erectil"|"Receta Médica"|||||
777001296|7804620835140|"F-23098"|"Acido Acetilsalicilico 100mg x100com. (Opko)"|"Acido Acetilsalicilico"||"100mg"|"COMPRIMIDOS"||"por cada Comprimido"|"Opko"||"Cardiovascular"|"Antihipertensivos"|"Venta directa"|||||
777001297|7804620835300|"F-18459"|"Atorvastatina 10mg x30com. (Opko)"|"ATORVASTATINA"||"10mg"|"COMPRIMIDOS RECUBIERTOS"||"por cada Comprimido"|"Opko"||"Cardiovascular"|"Colesterol y Trigliceridos"|"Receta Médica"|||||
777001298|7804620835386|"F-26111"|"Atorvastatina 40mg x 30 comprimidos. (Opko)"|"ATORVASTATINA"||"40mg"|"COMPRIMIDOS RECUBIERTOS"||"por cada Comprimido"|"Opko"||"Cardiovascular"|"Colesterol y Trigliceridos"|"Receta Médica"|||||
777001299|7804620835492|"F-26201"|"Alividol 1g x20com"|"PARACETAMOL"||"1G"|"COMPRIMIDOS"||"por cada Comprimido"|"Opko"||"Analgesicos y Antinflamatorios"||"Venta directa"|||||
777001300|7804620835638|"F-26462"|"Dorlenka Solucion oftalmica 2% x5ml"|"DORZOLAMIDA"||"2%"|"SOLUCIÓN OFTÁLMICA"||"por cada 100ml de Solución"|"Opko"||"Organos de los Sentidos"|"Oftalmicos"|"Receta Médica"|||||
777001301|7804620835782|"F-21476"|"ViBien Solución oftálmica 15ml"|"NAFAZOLINA"||"0.012%"|"SOLUCIÓN OFTÁLMICA"||""|"Opko"||"Organos de los Sentidos"|"Oftalmicos"|"Venta directa"|||||
777001302|7804625950015|"No Aplica"|"Sunwork Protector Solar FPS50+ 120g"|"Protector Solar"||"FPS 50"|||""|"Deutsche"||"Cremas y Aceites"|"Protección solar"|"No Aplica"|||||
777001303|7804625951036|"F-23521"|"Ginesse x21com"|"ETINILESTRADIOL ; GESTODENO"||"0.021mg ; 0.075mg"|"COMPRIMIDOS RECUBIERTOS"||"por cada Comprimido"|"Deutsche Pharma"||"Anticonceptivos"||"Receta Médica"|||||
777001304|7804633500172|"F-20103"|"Clotrimazol 1% crema 20g (Ethon)"|"CLOTRIMAZOL"||"1%"|"CREMA"||"por cada 100 gramos de Crema"|"Ethon"||"Infecciones"|"Antimicoticos"|"Venta directa"|||||
777001305|7804633500387|"F-23184"|"Amoxicilina Acido Clavulanico 500/125 x20com. (Ethon)"|"Acido clavulanico ; Amoxicilina"||"125mg ; 500mg"|"COMPRIMIDOS RECUBIERTOS"||"por cada Comprimido"|"Ethon"||"Infecciones"|"Antibioticos"|"Receta Médica"|||||
777001306|7804633500394|"F-23185"|"Amoxicilina Acido Clavulanico 875/125 x20com. (Ethon)"|"Acido clavulanico ; Amoxicilina"||"125mg ; 875mg"|"COMPRIMIDOS RECUBIERTOS"||"por cada Comprimido"|"Ethon"||"Infecciones"|"Antibioticos"|"Receta Médica"|||||
777001307|7804633500417|"F-23188"|"Escitalopram 10mg x30com (Ethon)"|"ESCITALOPRAM"||"10mg"|"COMPRIMIDOS RECUBIERTOS"||"por cada Comprimido"|"Ethon"||"Salud Mental"|"Antidepresivos"|"Receta Médica"|||||
777001308|7804633500431|"F-23230"|"Fluconazol 150 mg x4cap. (Ethon)"|"FLUCONAZOL"||"150mg"|"CAPSULAS"||"por cada Cápsula"|"Ethon"||"Infecciones"|"Antimicoticos"|"Receta Médica"|||||
777001309|7804633500592|"F-23185"|"Amoxicilina Acido Clavulanico 875/125 x14com. (Ethon)"|"Acido clavulanico ; Amoxicilina"||"125mg ; 875mg"|"COMPRIMIDOS RECUBIERTOS"||"por cada Comprimido"|"Ethon"||"Infecciones"|"Antibioticos"|"Receta Médica"|||||
777001310|7804633500615|"F-25493"|"Zerolerg 0,05% crema tópica 15g"|"BETAMETASONA"||"0.05%"|"CREMA"||"por cada 100 gramos de Crema"|"Ethon"||"Inmunologia"|"Corticoides"|"Receta Médica"|||||
777001311|7804633500646|"F-22629"|"Thyrofix 50Mcg x50com."|"Levotiroxina sodica"||"50MCG"|"COMPRIMIDOS"||"por cada Comprimido"|"Ethon"||"Hormonas"|"Tiroides"|"Receta Médica"|||||
777001312|7804633500653|"F-22650"|"Thyrofix 75Mcg x50com."|"Levotiroxina sodica"||"75mcg"|"COMPRIMIDOS"||"por cada Comprimido"|"Ethon"||"Hormonas"|"Tiroides"|"Receta Médica"|||||
777001313|7804633500660|"F-22628"|"Thyrofix 100Mcg x50com."|"Levotiroxina sodica"||"100MCG"|"COMPRIMIDOS"||"por cada Comprimido"|"Ethon"||"Hormonas"|"Tiroides"|"Receta Médica"|||||
777001314|7804633500721|"F-26496"|"Ethonazol Clotrimazol 1% crema 20 gramos"|"CLOTRIMAZOL"||"1%"|"CREMA"||"por cada 100 gramos de Crema"|"Ethon"||"Infecciones"|"Antimicoticos"|"Venta directa"|||||
777001315|7804636190301|"F-22798"|"Cloranfenicol 1% ungüento oftalmico 5g (Medinovafarma)"|"CLORANFENICOL"||"1%"|"UNGÜENTO"||"por cada 100g de ungüento"|"Medinovafarma"||"Organos de los Sentidos"|"Oftalmicos"|"Receta Médica"|||||
777001316|7804640560107|"F-19212"|"Cloranfenicol 1% ungüento oftalmico 3,5g (Hospifarma)"|"CLORANFENICOL"||"1%"|"UNGÜENTO"||"por cada 100 gramos de Ungüento"|"Hospifarma"||"Organos de los Sentidos"|"Oftalmicos"|"Receta Médica"|||||
777001317|7804640560404|"F-20960"|"Betametasona Crema 0.05% x15g (Hospifarma)"|"BETAMETASONA"||"0.05%"|"CREMA"||"por cada 100g de Crema"|"Hospifarma"||"Inmunologia"|"Corticoides"|"Receta Médica"|||||
777001318|7804640560435|"F-21019"|"Clotrimazol Crema 1% x20g (Hospifarma)"|"CLOTRIMAZOL"||"1%"|"CREMA"||"por cada 100 gramos de Crema"|"Hospifarma"||"Infecciones"|"Antimicoticos"|"Venta directa"|||||
777001319|7804640560725|"F-22116"|"Prednisolona Suspension oftalmica 1% x10ml (Hospifarma)"|"PREDNISOLONA"||"1%"|"SUSPENSION OFTÁLMICA"||"por cada 100 ml de Solución"|"Hospifarma"||"Organos de los Sentidos"|"Oftalmicos"|"Receta Retenida"|||||
777001320|7804640560824|"B-2630"|"Tobramicina Solucion oftalmica 0,3% x5ml (Hospifarma)"|"TOBRAMICINA"||"0.3%"|"SOLUCIÓN OFTÁLMICA"||"por cada 100 ml de Solución"|"Hospifarma"||"Organos de los Sentidos"|"Oftalmicos"|"Receta Médica"|||||
777001321|7804640560893|"F-25558"|"Amoxicilina Acido Clavulanico 400/57mg Suspensión oral 70ml (Hospifarma)"|"Acido clavulanico ; Amoxicilina"||"57mg/5ml ; 400mg/5ml"|"POLVO PARA SUSPENSIÓN ORAL"||"por cada 100 ml de Solución"|"Hospifarma"||"Infecciones"|"Antibioticos"|"Receta Médica"|||||
777001322|7804640561005|"No Aplica"|"Vitamina E 400ui x30cap (Hospifarma)"|"Tocoferol (Vitamina E)"||"400U.I."|"CAPSULAS BLANDAS"||""|"Hospifarma"||"Nutracéuticos"|"Nutribelleza"|"No Aplica"|||||
